title,author,publish_date,content
"Joined BJP but no announcement due to opposition from some state leaders, says Eknath Khadse",Cdata,2024-09-02 20:42:11+05:30,"Former state minister Ekanth Khadse, who quit the NCP (SP) to join BJP, said that he has already joined the party in presence of national president J P Nadda but a public announcement regarding the same has not been made due to opposition from a group of leaders within Maharashtra.

Khadse also warned of returning to NCP (SP) if an announcement regarding his entry to BJP is not made in the next few days.

“I have joined the BJP in the presence of party president J P Nadda, senior leader Vinod Tawde and Union minister Rakshatai Khadse. Naddaji welcomed me to the party. However, the public announcement of it has not been made since some leaders in Maharashtra are opposing it,” said Khadse.

Advertisement

“I have decided to wait for some days. If the party is unwilling to announce my return publicly, I will go back to the NCP(SP) and help them in the Assembly elections,” the former minister added.

Khadse had quit BJP to join the united NCP led by Sharad Pawar two years ago owing to his differences with party leaders Devendra Fadnavis and Girish Mahajan.

Mahajan and Khadse hail from Jalgaon district in north Maharashtra and the former is a close aide of Fadnavis.

After joining the NCP, he was made a member of legislative council and was even speculated to be contesting the recently concluded Lok Sabha election from Raver constituency.

However, the Delhi leadership of the BJP reportedly mended the differences and ensured that he does not contest. Instead, Khadse extended support to his daughter-in-law Raksha Khadse, who was the sitting Raver MP belonging to BJP.

Advertisement

After the formation of the NDA government at the Centre, Raksha Khadse was made a minister of state. Since then, Eknath Khadse’s official return to the party is being discussed.

According to sources, the state unit of the BJP is worried about the changed political dynamics at Jalgaon district and fear that it may face backlash if the leader returns. Also, Mahajan and Khadse have always been at odds against each other due to local politics.

State BJP president Chandrashekhar Bawankule said that that he was unaware of Khadse’s statement and added that he hoped the former minister would extend support to BJP candidates in the upcoming Assembly polls.

“I don’t know about his statement, but I know that in the Lok Sabha polls, he extended all his support to our candidate Raksha Khadse and ensured her victory. We are sure that he will do the same in the Assembly elections and make BJP candidates win the polls,” said Bawankule."
"Plot to Kharge family trust: Governor seeks explanation, Priyank says ‘lightning speed’ action",Cdata,2024-09-02 20:41:24+05:30,"Karnataka Governor Thaawarchand Gehlot has sought an explanation from the Congress government over the grant of a Karnataka Industrial Area Development Board (KIADB) site to a trust run by Congress chief Mallikarjun Kharge’s family and headed by his son Rahul, in March 2024, based on petitions by the Leader of Opposition in Legislative Council Chalavadi T Narayanaswamy and other BJP leaders.

Mallikarjun Kharge’s other son and Karnataka IT/BT and Rural Development and Panchayat Raj Minister Priyank Kharge told reporters Monday that the Governor has written to Chief Secretary Shalini Rajneesh, seeking explanation on the land allotted to Siddhartha Vihar Trust.

Priyank is a trustee in the Trust that was allotted the 5 acres at the Hitech Defence Aerospace Park near Bengaluru. Formed in July 1994, its other trustees include Rahul Kharge and Kharge’s son-in-law and Gulbarga MP Radhakrishna.

Advertisement

This comes after the Governor granted prosecution sanction against CM Siddaramaiah in the alleged MUDA land allocation scam. The Karnataka HC Monday extended till September 9 the interim stay on trial court proceedings against the CM in connection with the case. On August 19, the CM moved to HC challenging the legality of the Governor’s order.

Hitting out at Gehlot, Priyank Kharge said that Gehlot has acted in “lightning speed” on complaints against Congress leaders, but with “tortoise speed” on ones against BJP and JD(S) leaders. “The Governor’s office becomes active when BJP has to be strengthened…” Kharge said, adding that despite documents against BJP and JD(S) “rotting” on his table, he has not taken action.

Narayanaswamy on August 27 petitioned the Governor seeking the dismissal of Priyank Kharge from Cabinet over the alleged allotment. Alleging “nepotism”, he said it is a case of criminal breach of trust from the Kharge family towards the fellow Schedule Caste entrepreneurs.

On August 27, Karnataka Industries Minister M B Patil had confirmed the allocation to the Siddhartha Vihara Trust, adding that no rules were violated, with the site given “at prescribed price, with no discounts.” The 5-acre parcel was part of 45.94 acres set aside for setting up civic amenities at the aerospace park, to be allocated under the Scheduled Caste quota.

Advertisement

Earlier in a post on X, Priyank Kharge denied the allegations and said that the site allotted was not “an industrial plot meant for industrial or commercial purposes” but for “educational purposes.” “The intention of the trust is to set up a multi skill development centre in the CA site. Is it wrong?”

BJP Rajya Sabha MP Lahar Singh Siroya first raised the allegations over the allocation in a post, quoting a report from a news website.

With PTI inputs"
"Radha Soami Satsang Beas gets new spiritual head, Gurinder Singh Dhillon nominates Jasdeep Singh Gill as his successor",Navjeevan Gopal,2024-09-02 20:39:32+05:30,"Radha Soami Satsang Beas (RSSB) patron and spiritual head Gurinder Singh Dhillon Monday nominated Jasdeep Singh Gill, a doctorate in Chemical Engineering from the University of Cambridge, as his successor.

The RSSB, with a huge following both in India and abroad, is based in Beas in Punjab’s Amritsar district.

Gill, 45, a distant relative of Dhillon, has taken over as patron of the RSSB society with immediate effect. He will also succeed Dhillon as ‘Sant Satguru’ (spiritual head) of the society and will have the authority ‘to give initiation’ (Naam).

Advertisement

A written note for “information of entire sangat” on nomination of Gill as successor of Dhillon by RSSB Secretary Devender Kumar Sikri reads, “Baba [Gurinder Singh Dhillon] Ji has expressed that like He (sic) has received full support and love of Sangat after Huzur Maharaj [Charan Singh] Ji, He (sic) has wished and requested that the same love and affection be given to S. Jasdeep Singh Gill in carrying out His (sic) Sewa as Patron as well as Sant Satguru.”

A PhD in chemical engineering from the University of Cambridge, Gill also holds a Master’s degree in chemical engineering from the Massachusetts Institute of Technology (MIT). He is an alumnus of the Indian Institute of Technology, Delhi. Until May 31 when he resigned, Gill served as Chief Strategy Officer (CSO) of pharmaceutical giant Cipla Limited. He also remained associated with Ranbaxy and Wealthy Therapeutics.

RSSB Secretary Sikri said over phone that Gill’s family had been associated with the sect for long and had been staying in Beas dera since 1998. Sikri added that Gill’s father Sukhdev Singh Gill retired from the Army where he served as an engineer.

Gurinder Singh Dhillon, 70, had succeeded his uncle Charan Singh as spiritual head of the sect in 1990. Prior to that, Dhillon was based in Spain.

Advertisement

As per its official website, “RSSB was established in India in 1891 and gradually began spreading to other countries. Today RSSB holds meetings in more than 90 countries worldwide. It is a non-profit organization with no affiliation to any political or commercial organizations.”"
"Nita Ambani made heads turn in Maharashtrian Paithani sari featuring ‘golden threads, floral motifs inspired by Ajanta cave paintings’",Cdata,2024-09-02 20:30:27+05:30,"The exquisite sari, a masterpiece of traditional craftsmanship, features a beautifully intricate Paithani border, often hailed as the 'queen of brocades'. (Source: Manisha Malhotra/ Instagram)

Nita Ambani, known for her impeccable style, has once again captivated fashion enthusiasts with her latest ensemble. In a stunning collaboration, designer Manish Malhotra teamed up with Swadesh to create a bespoke jamuni Paithani sari for the Reliance Foundation chairperson and renowned philanthropist.

The exquisite sari, a masterpiece of traditional craftsmanship, features a beautifully intricate Paithani border, often hailed as the ‘queen of brocades’. The Paithani tradition, originating from the historic town of Paithan–which was once the capital of the Deccan region, has been passed down through generations for over 2,000 years, according to Swadesh’s post on Instagram, making it a true gem of India’s artistic heritage."
"CBI court sentences bank manager, firm owner to 2 years imprisonment in fraud case",Cdata,2024-09-02 20:26:26+05:30,"The term loan availed from the Bank of India was parked in the account of the said ""seller"" company. (Express Archives)

The Special Judge for CBI cases in Ahmedabad sentenced a bank manager and the owner of a firm to two years’ Imprisonment with a total fine of Rs 1.05 lakh, including a fine of Rs 35,000 imposed on the firm, M/s Aryan Coating, in a bank fraud case.

Those sentenced are Jeevangine Srinivasa Rao, the then branch manager of Bank of India in Ahmedabad, and Shrujal Vijendra Patel, proprietor of M/s Aryan Coating.

According to a CBI statement, the agency had registered a case on October 30, 2003 against the convicts on allegations of cheating, forgery, using forged documents as genuine ones, and criminal misconduct. Advertisement Also Read | How former bank employee opened 16 fake accounts used for cyber fraud, landed in Delhi Police net It was also alleged that Patel, dealing in the manufacturing of self-adhesive papers, availed a credit facility of Rs 25,63,500 to purchase machinery from a company that also belonged to him. As such, the sale invoice he produced was bogus, the CBI found. The term loan availed from the Bank of India was parked in the account of the said “seller” company. Further, the collateral security offered by Patel against the said loan also turned out to be fake. In the name of M/s Aryan Coating, Patel availed another loan of Rs 80 lakh from the Bank of India on the basis of forged documents of collateral security, a fake statement of accounts, and inflated stock statements. The company also submitted fake receipts for the purchase of machinery. After the investigation was completed, a charge sheet was filed on December 23, 2005, against the accused. The court, after trial, found the accused guilty.

Click here to join The Indian Express on WhatsApp and get latest news and updates"
"Sack Sudhangshu Das from Tripura Cabinet, arrest him: Congress leader Prabir Chakraborty",Debraj Deb,2024-09-02 20:24:54+05:30,"The Congress Monday demanded that Tripura Scheduled Caste Welfare Minister Sudhangshu Das be sacked for his ‘controversial’ social media post on the recent defacing of Hindu idols in the state. The post purportedly criticising ‘secular politics’ was later deleted.

“Twenty-four hours have passed but still no step has been taken by the government and the BJP against the minister… We demand that the chief minister sack Sudhangshu Das immediately… the DGP should also arrest him…” Veteran Congress leader Prabir Chakraborty said. He added that they would launch a movement if their demands were not met.

Reading out the minister’s social media post, Chakraborty said the minister not only insulted the Hindus but also instigated them to take the law into their own hands. Advertisement Incidentally, idols of Hindu deities were defaced at the Jirania subdivision in the West Tripura district last month. More recently, a temple was desecrated by unidentified miscreants at Bishalgarh in Sepahijala district. Both the opposition CPI(M) and the Congress have alleged that the ruling BJP was utilising the incidents for political gain. Meanwhile, reacting to the desecration of Hindu idols and temples, Chief Minister Manik Saha on Monday said, “I take action whenever such incidents come to my notice. The police reached the spot and we are also trying to gather information. We are tackling the situation, socially and politically, and we shall also do it in the future. The state is headed in the right direction… There is peace here and it is perhaps not liked by some. So, I request people… to refrain from such activities.” Prohibitory orders imposed at Jirania in the aftermath of the defacing of a Kali idol and subsequent attacks targeting homes of minority community members have been extended till September 5. A suo motu case was registered at Ranirbazar police station and five people were arrested.

Click here to join The Indian Express on WhatsApp and get latest news and updates"
EXPLAINED: Why North Korea’s Olympic silver medalists may face punishment for smiling during a selfie with ‘number one enemy’ – South Korean counterparts,Cdata,2024-09-02 20:23:46+05:30,"North Korean Table Tennis duo of Kim Kum-Yong and Ri Jong-Sik made history at the Paris 2024 Olympic Games. Not just by winning a silver medal in the mixed doubles category, but by posing for a selfie at the podium alongside their South Korean and Chinese counterparts. A selfie that was posted by the Paris 2024 official handle, and one that went viral – encapsulating the very essence of the modern Olympic Games. However, a month later, it is learnt that the moment hasn’t been received well back home where the duo are facing ‘ideological scrutiny’ for their actions.

After finishing second on the podium for the Table Tennis mixed category event at Paris 2024, Kim Kum-Yong and Ri Jong-Sik were seen posing alongside South Korea’s bronze medalists Lim Jong-Hoon and Shin Yubin during the medals ceremony, with the gold medalists, China’s Wang Chuqin and Sun Yingsha joining them soon after.

Reaction back home

According to Daily NK, the ruling party officials in Pyongyang have received a report containing negative post-Olympics evaluation of Kim Kum-Yong and Ri Jong-Sik. The report points out to the duo ‘grinning’ while standing next to their counterparts from South Korea – the ‘number one enemy’ nation. The fact that it was widely covered by the international media seems to have made the matters worse for the athletes following their mandatory ‘ideological review’.

Advertisement

What is an ideological review?

A three-step assessment that is mandatory in North Korea after athletes return from an international tournament from any non-communist country to evaluate any form of ‘exposure to contamination’ in their ideology.

It is conducted by the Central Committee of the Workers’ Party of Korea, the Ministry of Physical Culture and Sports, and the athletes themselves. Speaking to the Daily NK, a source explained, “The assessment begins the moment the athletes return home. They have to ‘scrub’ their ideology as soon as possible.” Use of the term ‘scrubbing’ indicative of the country’s communist regime and how simply spending time overseas is deemed enough to ‘contaminate’ people in the form of exposure to nonsocialist cultures.

During this three-step process, the athletes who have made contact with athletes from other countries are expected to acknowledge their actions as wrong, or else they might face political and legal actions in the future.

Response from Human Rights Watch

Commenting on the reports coming out of North Korea, the international non-government organization on human rights stated that the International Olympic Committee must step forward to protect the athletes in such instances.

Advertisement

“The International Olympic Committee… has a responsibility to protect athletes from all forms of harassment and abuse, as set out in the Olympic Charter,” Human Rights Watch said in a statement.

“North Korean athletes should not fear retribution for actions at the Games, not least when their actions embody the values of respect and friendship, on which the Olympic movement is built,” it added."
"Amid MeToo wave in Malayalam cinema, actor Kamya Punjabi deems TV the ‘safest’ industry free from sexual abuse, casting couch: ‘Some actors are womanisers, but…’",Cdata,2024-09-02 20:17:38+05:30,"Even while acknowledging that some actors might be ""womanisers,"" actor Kamya Panjabi maintained that even they understand the concept of consent. (Image: Kamya/Instgaram)

While a new wave of the MeToo movement has hit Kerala, especially Malayalam cinema, with numerous survivors coming forward levelling sexual misconduct allegations against men in the industry, Hindi television actor Kamya Shalabh Dang, popularly known as Kamya Punjabi, has asserted that TV is the “safest” industry, free from sexual abuse or casting couch practices.

“Television has been very clean. I don’t know what used to happen in the past but now it is very clean. There is no such filth here. People aren’t forced or blackmailed here. There is no casting couch. If you fit a role, you have talent, you will be selected for the show. I feel television is the safest place in the entertainment industry. Sexual abuse does not happen here. Whatever happens, because there is mutual consent. Nobody is telling anyone to sleep with them in the promise of a role,” Punjabi claimed during a chat with News18 Showsha."
"KPSC fiasco: After complaints of ‘mistranslation’, Karnataka Govt decides to hold prelims again",Cdata,2024-09-02 20:16:31+05:30,"Among the organisations that had sought a re-exam included the state-run Kannada Development Authority and the pro-Kannada outfit Karnataka Rakshana Vedike. (Express Archives)

Amid pressure from pro-Kannada groups over erroneous translations of questions in the Karnataka Public Service Commission (KPSC) Gazetted Probationers’ preliminary exam held last month, the Karnataka Government Monday decided to hold a re-test.

Over 1.3 lakh candidates from across the state had applied for the preliminary exam held on August 27 for 350 posts. Following the exam, many who wrote it in Kannada complained that mistranslation had made several questions unintelligible.

In a tweet, Chief Minister Siddaramaiah said he has directed the KPSC to hold the examination again within two months to ensure fairness. Noting that the ‘inappropriate’ translation of questions in Kannada was the reason for the re-exam, he said those “responsible for these lapses have been relieved of their duties. The upcoming examination will be conducted with the utmost responsibility and accountability following all due diligence.” Advertisement Also Read | Amid protests by a section of candidates, Siddaramaiah government sticks to holding KAS prelim on August 27 Among the organisations that had sought a re-exam included the state-run Kannada Development Authority and the pro-Kannada outfit Karnataka Rakshana Vedike. The Authority had written to the KPSC seeking a report on the fiasco, while Vedike president T A Narayana Gowda alleged that around 60 questions translated from English to Kannada were incomprehensible. Days before the exam, a section of students had held protests demanding the KPSC to postpone the prelims by at least a month. The state government did not yield to their request saying that question papers were already set and about Rs 4-5 crore was spent on printing question papers. Keeping question papers for a long time poses a risk of paper leak, the government had said in a statement.

Click here to join The Indian Express on WhatsApp and get latest news and updates"
US Prez Biden criticizes Israel PM Netanyahu for not doing enough to secure hostage deal,Unknown,2024-09-02 20:15:51+05:30,"US President Joe Biden revealed on Monday that he is nearing the completion of a final proposal aimed at securing the release of hostages held by Hamas in Gaza, according to Reuters.

Speaking at the White House, Biden expressed his dissatisfaction with Israeli Prime Minister Benjamin Netanyahu's efforts to advance the agreement, stating bluntly that he does not believe Netanyahu is doing enough.

Biden’s comments followed the recent recovery of six hostages' bodies by Israeli forces from a tunnel in Gaza. Among the deceased is Hersh Goldberg-Polin, a 23-year-old American-Israeli. The hostages were reportedly killed by Hamas militants shortly before being discovered.

The discovery of the hostages’ bodies has intensified criticism of the Biden administration's approach to the Gaza ceasefire and has increased domestic pressure on Netanyahu to secure the release of the remaining captives.

When asked if Netanyahu was adequately addressing the situation, Biden responded simply, ""No,"" without providing further details. He did indicate, however, that a final proposal for the hostage deal could be presented to both sides within the week, adding, ""We're very close to that.""

Regarding the proposal's potential success, he remained optimistic, saying, ""Hope springs eternal.""

Biden and Vice President Kamala Harris were slated to meet with the US hostage deal negotiating team, on Monday, to discuss efforts toward an agreement for the release of the remaining captives.

Meanwhile, Israeli protesters took to the streets for a second consecutive day on Monday, and the country's largest trade union, Histadrut, initiated a general strike to pressure the government into securing a deal for the return of hostages still held by Hamas. The discovery of six additional captives' bodies in Gaza intensified the unrest. The strike led to significant disruptions in transport and medical services across various Israeli districts, with numerous shops and businesses closing their doors following Histadrut's call for the general stoppage."
Rhea Chakraborty recalls her friends dining and drinking with her parents while she and brother Showik were in jail,Cdata,2024-09-02 20:09:21+05:30,"Apart from spending 28 days in Byculla Jail following the death of her boyfriend, actor Sushant Singh Rajput, due to accusations that she procured drugs for him, Rhea Chakraborty endured severe media trials and online trolling, which left lasting emotional scars on her.

In a recent conversation with Humans of Bombay, Chakraborty discussed the relentless persecution she faced, explaining that she was ‘forced’ to choose the path of forgiveness for her own peace of mind. However, she admitted she hasn’t forgiven everyone. “If I am being completely honest, I have not forgiven everybody. Some people are on my hit list. If so happens that my life takes me to a place where I am not powerless, and I gather the power and social influence required to make things right, I will.”

Amid all the struggles, Rhea Chakraborty’s friends remained a source of support for her and her family. She recounted how some friends dined and drank with her parents to help them feel “normal” while she and her brother Showik were in jail.

Advertisement

“One of my friends – a couple of friends – they used to drink with my dad and eat food with him every night while we were inside. When I came out, I was like, ‘Why have you gained so much weight? Kameeno, main waha jail mein thi aur tumlog yaha khana khaa rahe ho, weight put on kar rahe ho (I was in jail and you were eating food and putting on weight).’ They were like, ‘No, dude. We were just trying to make uncle-aunty eat and drink and make them feel a little normal.’ And I was like, ‘Oh wow!’” Chakraborty shared during the same chat with HoB.

View this post on Instagram A post shared by Rhea Chakraborty (@rhea_chakraborty)

She also expressed deep gratitude for her close friend, actor-host Shibani Dandekar, who stood by her throughout the trying times. “I was surrounded by superpowers of women. Some of my girlfriends – the way they stood by me – my God! You don’t need anything else – you can have one true friend in life and that’s enough. Shibani (Dandekar) was that for me. The way Shibani stood for me was enough for me to know that the whole world can be against me but I have one friend,” Chakraborty added.

Rhea Chakraborty recently ventured into entrepreneurship with her own apparel brand and is hosting a podcast that has featured notable guests such as Sushmita Sen and Aamir Khan."
Two FIRs against Maharashtra BJP MLA Nitesh Rane over alleged hate speech,Cdata,2024-09-02 20:01:04+05:30,"The Maharashtra Police have registered two FIRs against BJP MLA Nitesh Rane for allegedly delivering inflammatory speeches against a community at two separate events in Ahmednagar on Sunday.

Rakesh Ola, Superintendent of Police, Ahmednagar, confirmed the registration of the two FIRs — one on Sunday and the other on Monday. They were registered in Shrirampur and Topkhana police stations.

A video from one of the events, Sakal Hindi Samaj Andolan, organised in Ahmednagar in support of religious guru Ramgiri Maharaj, has been circulated on social media. Advertisement In the video, the Kankavli MLA can be heard saying that if anyone speaks against Maharaj, they will be beaten up. He is also heard using offensive language. There have been several FIRs registered against Maharaj for allegedly delivering communal speeches. Sharing the video of Rane’s speech, All India Majlis-e-Ittehadul Muslimeen (AIMIM) national spokesperson Waris Pathan, in a post on X, requested Chief Minister Eknath Shinde and his deputy Devendra Fadnavis to take cognisance of the matter and arrest Rane. “In Maharashtra’s Ahmednagar, BJP MLA Nitish Rane is openly threatening the police administration that he will enter the mosque and kill Muslims one by one. He is spreading hatred against Muslims in his entire speech. This is inflammatory speech, hate speech. BJP is trying to create communal violence in Maharashtra before the elections. @CMOMaharashtra @DGPMaharashtra. Take cognizance of this entire speech and immediately file an FIR and take him into custody!” wrote Pathan.

Click here to join The Indian Express on WhatsApp and get latest news and updates"
"Rishab Shetty, Jr NTR, Prashanth Neel trek to Keshavanatheshwara Temple in traditional veshti. Watch",Cdata,2024-09-02 19:57:48+05:30,"Jr NTR’s trip to Karnataka was no less than an adventure as the RRR star was accompanied by KGF director Prashant Neel and Kantara star Rishab Shetty. The trio along with their wives visited the Sri Keshavanatheshwara Temple in Moodgal, Keradi. On Monday, Rishab shared a video from their visit on his Instagram handle.

In the video, Rishab, Jr NTR, and Prashant could be seen dressed in shirts and veshti, trekking their way through the mud. The next few frames shows the trio reaching the temple which is filled with water. Tying their veshti up, they reach near the idol and take part in the puja. The video ends with them feeding the fish in the water as they head back."
Rahul Gandhi’s visit to mark beginning of Congress campaign in Maharashtra,Alok Deshpande,2024-09-02 19:57:22+05:30,"The upcoming visit of Rahul Gandhi, Leader of Opposition in the Lok Sabha, to Maharashtra on September 5 marks the beginning of Congress’s campaign for the state Assembly elections scheduled to be held later this year.

Gandhi will be accompanied by Congress president Mallikarjun Kharge and Nationalist Congress Party (NCP) chief Sharad Pawar in Sangli — a traditional Congress stronghold since independence — to inaugurate a statue and memorial of the late Patangrao Kadam, a prominent leader from Western Maharashtra.

This will be Kharge’s second visit to Maharashtra in three weeks. Last month, he attended a joint MVA programme in Mumbai, commemorating the birth anniversary of former Prime Minister Rajiv Gandhi. With the Maharashtra Assembly polls anticipated within the next two months, the party’s national leadership is dedicating significant time and resources to the state.

Advertisement

Sources within the party indicate that both Rahul and Priyanka Gandhi will be touring various locations in Maharashtra leading up to the campaign’s official launch. “Our national leadership will be very much visible in Maharashtra throughout the next two months. Kharge ji, Rahul ji and Priyanka ji will be making visits to the state,” said a senior Congress leader from Maharashtra.

In addition to leveraging the national leadership, Congress’ campaign strategy includes decentralising responsibilities to state leaders. During the Lok Sabha elections, regional stalwarts were assigned specific constituencies that minimised infighting and allowed each leader to concentrate on their area of influence. This approach will be replicated for the assembly elections.

The party aims to maintain the momentum of its performance in the Lok Sabha polls, where Congress emerged as the leading party in Maharashtra with 13 seats, and with an independent MP from Sangli pledging support. The strategy involves focusing on local dynamics and empowering local leaders to make decisions to achieve favourable results.

To counter welfare schemes such as the CM Majhi Ladki Bahin announced by the Mahayuti government, the MVA parties will release a joint manifesto. There will be joint meetings of party cadres across the state and coordinated efforts through joint war rooms to ensure better collaboration among the allies.

Advertisement

“We are focused on winning the assembly polls and we will be contesting the election in an alliance. Therefore, we are focused on ensuring joint campaigns as well,” said the leader.

Protests on the lines of the Jode Mara (hit with a shoe) campaign held by the MVA over the collapse of the statue of Chhatrapati Shivaji Maharaj will be held throughout the state. There will be protests on the issue of women safety and law and order situation in the state. Unemployment, MSP for crops, crop insurance and farm loan waiver would be the core of the joint protest.

To appeal to urban voters, the party is also highlighting urban infrastructure issues, such as potholes, stalled projects and corruption. The Mumbai Youth Congress has been actively organising protests on these issues.

Addressing a press conference on Sunday, Maharashtra Congress Chief Nana Patole stated, “Congress is focused on real issues such as inflation, unemployment, and the deteriorating law and order situation. There is significant anger against the current government, and we believe that as in the Lok Sabha elections, the people of Maharashtra will defeat the Mahayuti in the assembly polls as well.”"
